Release Year,ID,Name
1986,27861,The Aurora Encounter
1986,27862,Hannah and Her Sisters
1985,27866,American Ninja
1985,27868,Death Wish 3
1985,27872,Remo Williams: The Adventure Begins
1986,27873,The Adventures of the American Rabbit
1986,27880,Torment
1986,27881,Wise Guys
1986,27883,Quicksilver
1985,27884,Zone Troopers
1985,27887,The Dirt Bike Kid
1985,27892,Sweet Dreams
1985,27893,Maccheroni
1985,27894,Invasion U.S.A.
1986,27896,"Jo Jo Dancer, Your Life is Calling"
1986,27897,Clockwise
1985,27899,King Solomon's Mines
1986,27902,Band of the Hand
1986,27903,Let's Get Harry
1986,27904,No Mercy
1986,27905,Nothing in Common
1986,27906,Peggy Sue Got Married
1986,27907,About Last Night...
1985,27911,Desert Hearts
1985,27913,Runaway Train
1993,27919,Even Cowgirls Get the Blues
1987,27920,The Pick-up Artist
1986,27922,Big Trouble in Little China
1985,27923,Bring on the Night
1986,27925,Link
1985,27930,Fool for Love
1986,27931,Absolute Beginners
1986,27933,At Close Range
1986,27934,F/X
1986,27935,Haunted Honeymoon
1986,27936,The Longshot
1986,27937,Just Between Friends
1985,27947,Young Sherlock Holmes
1986,27948,Odd Jobs
1986,27950,Power
1985,27957,Rocky IV
1985,27965,Revolution
1986,27965,Saving Grace
1985,27966,Spies Like Us
1986,27968,One More Saturday Night
1986,27972,Youngblood
1985,27983,Out of Africa
1985,27986,Clue
1986,27995,Half Moon Street
1985,27996,The Color Purple
1986,28001,Pretty in Pink
1986,28002,Highlander
1986,28010,Iron Eagle
1986,28011,Down and Out in Beverly Hills
1986,28012,Off Beat
1986,28014,Salvador
1986,28016,Eliminators
1986,28017,Crossroads
1986,28022,Maximum Overdrive
1986,28025,Desert Bloom
1986,28029,The Hitcher
1986,28032,Wildcats
1986,28038,The Delta Force
1986,28043,TerrorVision
1987,28046,"Good Morning, Vietnam"
1986,28047,Witchboard
1986,28048,Little Shop of Horrors
1986,28050,Dangerously Close
1986,28052,Allan Quatermain and the Lost City of Gold
1986,28054,Invaders from Mars
1986,28058,Foreign Body
1986,28060,The Manhattan Project
1986,28066,That's Life!
1986,28067,Fire With Fire
1986,28068,Heartburn
1986,28069,Top Gun
1986,28070,Ferris Bueller's Day Off
1986,28071,Stand by Me
1986,28073,The Boy Who Could Fly
1986,28080,Chopping Mall
1986,28081,Police Academy 3: Back in Training
1986,28085,April Fool's Day (I)
1986,28086,GoBots: War of the Rock Lords
1986,28091,SpaceCamp
1988,28094,Johnny Be Good
1986,28097,Whoops Apocalypse
1986,28099,Labyrinth
1986,28101,Short Circuit
1986,28105,The Golden Child
1986,28106,Star Trek IV: The Voyage Home
1986,28107,Crawlspace
1986,28111,Psycho III
1986,28112,The Big Easy
1986,28113,The Great Mouse Detective
1986,28114,The Money Pit
1986,28117,The American Way
1986,28118,Behind Enemy Lines
1987,28119,Light of Day
1986,28120,Every Time We Say Goodbye
1986,28121,The Boss' Wife
1986,28130,Murphy's Law
1986,28132,Sweet Liberty
1986,28139,Club Paradise
1987,28140,The Whistle Blower
1986,28141,Extremities
1986,28143,Good to Go
1986,28146,Modern Girls
1987,28150,The Stepfather
1986,28152,Poltergeist II: The Other Side
1986,28153,Running Scared
1986,28155,Where the River Runs Black
1986,28156,Cobra
1986,28162,Hoosiers
1986,28163,Raw Deal
1986,28165,Out of Bounds
1987,28165,Valet Girls
1986,28168,Raw Deal
1986,28173,One Crazy Summer
1986,28174,"The Karate Kid, Part II"
1986,28175,Legal Eagles
1986,28177,Ruthless People
1986,28179,Children of a Lesser God
1986,28180,Reform School Girls
1987,28189,Black Widow
1987,28190,Predator
1986,28197,Under the Cherry Moon
1986,28199,Stewardess School
1986,28201,Never Too Young to Die
1986,28202,The Color of Money
1986,28205,The Texas Chainsaw Massacre 2
1987,28206,Vicious Lips
1986,28207,Shanghai Surprise
1986,28208,Armed and Dangerous
1986,28217,The Mission
1987,28220,Number One with a Bullet
1986,28222,The Men's Club
1986,28223,Brighton Beach Memoirs
1986,28226,Howard the Duck
1986,28229,The Fly
1986,28230,Flight of the Navigator
1989,28233,Cheetah
1986,28233,"Night, Mother"
1986,28234,The Whoopee Boys
1987,28235,Street Smart (I)
1987,28236,Made in U.S.A.
1986,28237,Manhunter
1986,28239,From Beyond
1986,28241,Platoon
1987,28242,Best Seller
1986,28243,Body Slam
1986,28245,Avenging Force
1986,28246,Crocodile Dundee
1986,28247,Der Name der Rose
1986,28249,River's Edge
1986,28252,Tough Guys
1987,28256,It's Alive III: Island of the Alive
1987,28257,A Return to Salem's Lot
1986,28260,Jason Lives: Friday the 13th Part VI
1986,28262,Solarbabies
1988,28264,The In Crowd
1987,28265,The Believers
1987,28266,Cherry 2000
1986,28267,Der Name der Rose
1987,28267,No Way Out
1987,28268,Lionheart
1987,28269,House of Games
1987,28270,Making Mr. Right
1986,28271,Something Wild
1986,28272,¡Three Amigos!
1987,28275,Outrageous Fortune
1987,28276,Making Mr. Right
1986,28279,Tai-Pan
1986,28280,Heat
1987,28282,84 Charing Cross Road
1986,28284,The Morning After
1986,28285,Wisdom
1987,28286,Some Kind of Wonderful
1987,28287,The Untouchables
1987,28288,Fatal Attraction
1987,28290,Hot Pursuit
1988,28291,She's Having a Baby
1987,28292,Summer School
1986,28294,52 Pick-Up
1987,28298,Assassination
1986,28301,Blue Velvet
1986,28302,8 Million Ways to Die
1987,28302,Walk Like a Man
1987,28303,Mannequin
1987,28308,Dead of Winter
1986,28310,Armed Response
1986,28311,King Kong Lives
1987,28313,Malone
1986,28314,Soul Man
1986,28317,An American Tail
1987,28330,The Bedroom Window
1987,28331,Captive Hearts
1987,28336,Party Camp
1987,28337,Radio Days
1987,28338,Gardens of Stone
1987,28340,Blind Date
1987,28341,Nadine
1987,28342,The Kindred
1987,28343,Nightflyers
1987,28345,Winners Take All
1986,28354,Deadly Friend
1987,28355,Withnail & I
1987,28356,Rumpelstiltskin
1987,28357,Sleeping Beauty
1987,28359,Beauty and the Beast
1987,28359,The Squeeze
1986,28364,Gung Ho
1987,28367,Little Dorrit Part One
1987,28368,Little Dorrit Part Two: Little Dorrit's Story
1986,28369,Wanted: Dead or Alive
1987,28371,Dirty Dancing
1987,28372,China Girl
1986,28377,Castaway
1988,28380,"Elvira, Mistress of the Dark"
1986,28382,Crimes of the Heart
1987,28385,Dolls
1987,28386,Amazing Grace and Chuck
1987,28389,La Bamba
1987,28390,Buy & Cell
1986,28390,The Mosquito Coast
1986,28394,Nutcracker
1986,28395,Firewalker
1987,28396,Down Twisted
1986,28405,Eye of the Tiger
1987,28407,Programmed to Kill
1987,28410,Over the Top
1987,28413,Critical Condition
1986,28415,Heartbreak Ridge
1987,28417,From the Hip
1987,28419,The Rosary Murders
1987,28421,Sweet Revenge
1989,28428,Red Riding Hood
1987,28429,The Emperor's New Clothes
1987,28430,Disorderlies
1987,28431,Russkies
1987,28450,The Fourth Protocol
1987,28453,Hope and Glory
1987,28458,Going Bananas
1987,28462,Hard Ticket to Hawaii
1987,28464,Eddie Murphy Raw
1988,28466,High Spirits
1987,28470,The Killing Time
1987,28471,House II: The Second Story
1987,28472,Raising Arizona
1987,28474,Burglar
1989,28478,Blood Red
1987,28481,Wild Thing
1987,28483,Tin Men
1987,28486,The Glass Menagerie
1987,28487,Extreme Prejudice
1987,28490,In the Mood
1988,28491,The Night Before
1987,28492,My Best Friend is a Vampire
1987,28496,Lethal Weapon
1987,28499,The Sicilian
1987,28502,Walk Like a Man
1987,28507,Summer Heat
1987,28509,The Arrogant
1987,28511,Made in Heaven
1987,28512,Stripped to Kill
1987,28516,Three for the Road
1987,28520,Maid to Order
1987,28530,American Ninja 2: The Confrontation
1987,28531,Lady Beware
1987,28533,Love at Stake
1987,28534,Creepshow 2
1987,28535,Home Is Where the Hart Is
1987,28536,Beverly Hills Cop II
1987,28537,"Planes, Trains & Automobiles"
1987,28538,Sweet Lorraine
1987,28539,Deadly Illusion
1987,28541,The Lost Boys
1987,28543,Roxanne
1987,28544,Angel Heart
1987,28545,Hearts of Fire
1987,28546,Orphans
1987,28547,Campus Man
1987,28548,Hamburger Hill
1988,28551,Ghoulies II
1987,28552,Police Academy 4: Citizens on Patrol
1987,28554,The Allnighter
1987,28558,White Water Summer
1987,28560,The Wild Pair
1987,28562,Hellraiser
1987,28563,Slam Dance
1988,28564,Lady in White
1987,28565,The Secret of My Succe$s
1987,28566,Adventures in Babysitting
1987,28571,Five Corners
1987,28572,Steele Justice
1987,28573,Stakeout
1988,28576,A New Life
1987,28577,Surrender
1987,28578,Dancers
1987,28579,Survival Game
1987,28580,Flowers in the Attic
1987,28585,He's My Girl
1987,28587,Ernest Goes to Camp
1987,28589,Barfly
1987,28590,Siesta
1987,28596,3 Men and a Baby
1987,28599,Tough Guys Don't Dance
1987,28600,The Big Town
1987,28617,Million Dollar Mystery
1987,28618,Ishtar
1987,28622,Rampage
1987,28623,Gor
1987,28625,"Sister, Sister"
1987,28627,Masters of the Universe
1987,28633,Full Metal Jacket
1987,28637,Commando Squad (I)
1987,28638,The Living Daylights
1988,28644,The Telephone
1987,28645,Benji the Hunted
1987,28646,RoboCop
1987,28649,Dragnet
1987,28651,Who's That Girl
1987,28653,The Witches of Eastwick
1987,28654,Innerspace
1991,28656,Eyes of an Angel
1987,28656,The Principal
1987,28657,Suspect
1987,28658,Like Father Like Son
1987,28659,Revenge of the Nerds II: Nerds in Paradise
1988,28659,Sweet Hearts Dance
1988,28660,Sunset
1987,28661,Spaceballs
1988,28662,For Keeps?
1987,28663,The Monster Squad
1987,28676,Shy People
1988,28677,The Rescue (I)
1988,28678,The Seventh Sign
1987,28679,A Prayer for the Dying
1987,28682,North Shore
1987,28688,Jaws: The Revenge
1988,28690,The House on Carroll Street
1987,28698,Back to the Beach
1987,28699,Promised Land
1988,28700,Return of the Living Dead Part II
1987,28704,September
1987,28709,Big Shots
1988,28710,You Can't Hurry Love
1987,28712,The Garbage Pail Kids Movie
1987,28713,The Curse (I)
1987,28716,Cry Freedom
1987,28720,Slave Girls from Beyond Infinity
1988,28723,A Night in the Life of Jimmy Reardon
1987,28724,Steel Dawn
1987,28735,Someone to Watch Over Me
1987,28736,The Princess Bride
1987,28737,Gaby: A True Story
1987,28739,Date with an Angel
1987,28740,Moonstruck
1987,28741,Death Wish 4: The Crackdown
1987,28742,Stranded
1987,28745,Can't Buy Me Love
1988,28746,Cop
1987,28747,Big Bad Mama II
1988,28750,Sweet Lies
1987,28752,The Last Emperor
1987,28753,Weeds
1987,28755,Real Men
1987,28756,Baby Boom
1987,28759,Born in East L.A.
1988,28764,Tapeheads
1987,28768,Prince of Darkness
1988,28769,The Couch Trip
1988,28772,Off Limits
1988,28773,Stars and Bars
1987,28774,Nuts
1987,28781,Hello Again
1988,28785,Fright Night Part 2
1987,28786,Rent-a-Cop
1987,28787,Wall Street
1987,28788,The Hidden
1987,28794,Leonard Part 6
1988,28795,Big
1987,28798,Fatal Beauty
1987,28799,Three O'Clock High
1988,28801,Miles from Home
1988,28805,Appointment with Death
1988,28810,The Kiss
1988,28811,Short Circuit 2
1987,28812,Near Dark
1987,28813,Hiding Out
1988,28816,Haunted Summer
1988,28817,Killer Klowns from Outer Space
1987,28819,Less Than Zero
1989,28820,Farewell to the King
1987,28822,The Running Man
1987,28825,The Lonely Passion of Judith Hearne
1987,28826,Cross My Heart
1988,28828,White Mischief
1988,28829,Punchline
1988,28835,Pumpkinhead
1988,28836,Poltergeist III
1987,28837,No Man's Land
1988,28841,Prison
1988,28842,Cellar Dweller
1988,28850,Sweet Hearts Dance
1987,28856,Teen Wolf Too
1988,28861,Night of the Demons
1988,28864,Hairspray
1987,28866,*batteries not included
1987,28867,Harry and the Hendersons
1988,28869,The Nest
1988,28871,D.O.A.
1988,28876,Colors
1988,28877,Hell Comes to Frogtown
1988,28878,Consuming Passions
1987,28879,Broadcast News
1990,28880,Don't Tell Her It's Me
1988,28880,Miracle Mile
1989,28880,Out Cold
1988,28881,Switching Channels
1987,28887,The Duxorcist
1989,28888,Souvenir
1988,28889,Braddock: Missing in Action III
1988,28890,Frantic
1988,28894,Dominick and Eugene
1988,28897,Shoot to Kill
1988,28898,Taffin
1987,28899,Empire of the Sun
1988,28900,"Bright Lights, Big City"
1988,28901,And God Created Woman
1987,28903,Walker
1988,28905,Tokyo Pop
1987,28906,Throw Momma from the Train
1989,28910,Gleaming the Cube
1987,28911,Overboard
1988,28914,Beetle Juice
1988,28915,Track 29
1988,28916,Backfire
1988,28919,Stand and Deliver
1988,28924,Running on Empty
1985,28926,Ging chat goo si
1988,28927,Action Jackson
1987,28929,Ironweed
1988,28931,Ghost Town
1988,28932,Masquerade
1988,28936,The New Adventures of Pippi Longstocking
1988,28937,Split Decisions
1988,28938,Little Nikita
1988,28941,School Daze
1988,28951,A Handful of Dust
1988,28951,Alien from L.A.
1988,28965,Vibes
1988,28966,The Unbearable Lightness of Being
1988,28972,Moving
1988,28973,Plain Clothes
1988,28974,Permanent Record
1988,28975,A New Life
1988,28976,Distant Thunder
1989,28977,The Experts
1988,28978,Illegally Yours
1988,28978,The Presidio
1988,28979,Big Top Pee-wee
1965,28979,The Return of Mr. Moto
1988,28980,The Accused
1988,28981,Jack's Back
1988,28983,Black Eagle
1988,28985,Maniac Cop
1988,28989,The Night of the Living Duck
1988,28990,Dangerous Curves
1988,28991,Picasso Trigger
1988,28992,The Serpent and the Rainbow
1988,28993,A World Apart
1988,28995,Biloxi Blues
1988,28998,Vice Versa
1988,29000,Casual Sex?
1988,29001,Seven Hours to Judgment
1988,29002,A Fish Called Wanda
1988,29003,Stormy Monday
1988,29022,Mr. North
1988,29024,A Time of Destiny
1988,29026,Kansas
1988,29027,Dream Demon
1988,29029,War Party
1988,29031,Criminal Law
1988,29042,Pulse
1989,29043,Old Gringo
1988,29044,The Beast of War
1989,29045,Physical Evidence
1989,29046,True Believer
1988,29049,License to Drive
1988,29051,Destroyer
1988,29054,Things Change
1988,29061,Alien Nation
1988,29067,The Raggedy Rawney
1988,29068,Hawks
1988,29071,Dead Heat
1988,29073,Police Academy 5: Assignment: Miami Beach
1988,29075,Full Moon in Blue Water
1988,29077,Bad Dreams
1988,29087,Homeboy
1988,29088,Angel III: The Final Chapter
1988,29089,Stealing Heaven
1988,29090,The Milagro Beanfield War
1988,29091,The Man from Snowy River II
1988,29095,Da
1988,29099,The Decline of Western Civilization Part II: The Metal Years
1988,29100,Paramedics
1988,29101,Hero and the Terror
1988,29102,Manifesto
1988,29103,Cohen and Tate
1988,29104,Memories of Me
1988,29106,Earth Girls Are Easy
1989,29110,Winter People
1988,29113,Above the Law
1988,29119,For Queen & Country
1988,29120,Patty Hearst
1988,29123,Vampire's Kiss
1988,29127,Rambo III
1988,29128,Iron Eagle II
1989,29129,Tap
1989,29130,Sing
1988,29131,The Blob
1988,29138,Funny Farm
1988,29140,Betrayed
1988,29141,Rikky and Pete
1988,29152,Scrooged
1988,29153,Coming to America
1988,29154,The Naked Gun: From the Files of Police Squad!
1988,29155,Crocodile' Dundee II
1988,29156,Tucker: The Man and His Dream
1988,29157,Big Business
1988,29158,Critters 2: The Main Course
1988,29159,Bat*21
1988,29160,Die Hard
1988,29161,Eight Men Out
1988,29162,Bull Durham
1988,29163,Stealing Home
1988,29164,Crossing Delancey
1988,29165,Mac and Me
1988,29171,Who Framed Roger Rabbit
1988,29172,Crusoe
1988,29173,Willow
1988,29174,Bird
1988,29176,The Prince of Pennsylvania
1988,29177,Red Heat
1988,29178,Spike of Bensonhurst
1988,29179,Heart of Midnight
1987,29181,Emmanuelle V
1988,29182,Shakedown
1987,29185,Happy New Year
1988,29185,Stealing Home
1988,29197,Transformations
1990,29200,Double Revenge
1988,29201,Hellbound: Hellraiser II
1988,29202,Cocktail
1988,29203,Buster
1988,29204,Some Girls
1988,29206,Friday the 13th Part VII: The New Blood
1988,29208,Waxwork
1988,29209,Hot to Trot
1988,29212,Madame Sousatzka
1988,29213,Rocket Gibraltar
1988,29217,Moon Over Parador
1988,29218,Rocket Gibraltar
1988,29219,Yellow Pages
1989,29224,Parents
1988,29228,The Great Outdoors
1988,29234,Gorillas in the Mist: The Story of Dian Fossey
1988,29236,Daffy Duck's Quackbusters
1988,29237,Married to the Mob
1989,29238,"I, Madman"
1988,29242,Child's Play
1988,29244,Arthur 2: On the Rocks
1989,29245,Powwow Highway
1988,29247,The Dead Pool
1986,29248,Koneko monogatari
1988,29250,Mystic Pizza
1988,29256,Feds
1988,29257,Platoon Leader
1988,29258,1969
1988,29264,Messenger of Death
1988,29265,Clara's Heart
1988,29266,Working Girl
1989,29267,Cookie
1989,29272,When the Whales Came
1989,29277,How I Got Into College
1988,29278,Jakarta
1989,29279,Hit List
1988,29281,Midnight Run
1988,29282,Clean and Sober
1988,29283,Caddyshack II
1988,29292,It Takes Two
1988,29294,Without a Clue
1988,29297,They Live
1988,29301,Fresh Horses
1988,29302,Cocoon: The Return
1988,29306,The Chocolate War
1989,29307,The Iron Triangle
1988,29309,Ich und Er
1988,29314,Another Woman
1988,29320,Last Rites
1989,29321,Trapper County War
1988,29324,Halloween 4: The Return of Michael Myers
1989,29330,The Big Picture
1989,29331,Heart of Dixie
1988,29332,Spellbinder
1988,29335,Blackout
1988,29338,Heathers
1988,29341,Young Guns
1989,29342,Checking Out
1989,29343,Options
1988,29344,The Last Temptation of Christ
1989,29346,Return from the River Kwai
1989,29348,C.H.U.D. II - Bud the Chud
1989,29353,Worth Winning
1989,29354,Wicked Stepmother
1989,29358,Warlock
1988,29359,Burning Secret
1988,29372,The Land Before Time
1989,29373,Happy Together (I)
1988,29379,Beaches
1988,29380,Ernest Saves Christmas
1989,29381,Three Fugitives
1988,29382,Heartbreak Hotel
1988,29383,The Good Mother
1989,29384,Disorganized Crime
1989,29385,The Little Mermaid
1988,29386,Oliver & Company
1988,29387,Private War
1989,29388,Lost Angels
1989,29396,Casualties of War
1989,29400,Say Anything...
1990,29401,The Witches
1988,29402,Dangerous Liaisons
1989,29403,Weekend at Bernie's
1989,29410,See You in the Morning
1989,29411,Penn & Teller Get Killed
1989,29412,Second Sight
1989,29414,How to Get Ahead in Advertising
1988,29417,The Adventures of Baron Munchausen
1989,29419,Red Scorpion
1988,29423,Talk Radio
1989,29424,Loverboy
1989,29425,Who's Harry Crumb?
1989,29426,Blind Fury
1989,29427,"See No Evil, Hear No Evil"
1989,29428,Steel Magnolias
1989,29429,Chances Are
1990,29430,Loose Cannons
1989,29431,Look Who's Talking
1989,29433,"Bert Rigby, You're a Fool"
1989,29434,Dead Bang
1989,29435,Next of Kin
1988,29436,I'm Gonna Git You Sucka
1989,29455,The January Man
1989,29462,Breaking In
1988,29466,High Spirits
1988,29469,The Accidental Tourist
1988,29470,Everybody's All-American
1988,29471,Tequila Sunrise
1989,29472,Lean on Me
1988,29473,Mississippi Burning
1989,29475,Scenes From the Class Struggle in Beverly Hills
1988,29476,Dirty Rotten Scoundrels
1989,29479,Twister
1989,29481,Skin Deep
1988,29482,Twins (I)
1989,29483,Kinjite: Forbidden Subjects
1989,29486,Dream A Little Dream
1989,29487,Cyborg
1989,29489,American Ninja 3: Blood Hunt
1989,29489,River of Death
1988,29490,My Stepmother Is an Alien
1988,29495,U2: Rattle and Hum
1988,29498,Watchers
1988,29501,Rain Man
1990,29505,Cool Blue
1989,29510,Cutting Class
1989,29511,Stripped to Kill II: Live Girls
1989,29520,Miss Firecracker
1989,29521,Millennium
1989,29524,The Fly II
1989,29525,Arena
1989,29528,DeepStar Six
1990,29530,Robot Jox
1989,29531,Dealers
1989,29532,Slipstream
1989,29536,The Return of Swamp Thing
1989,29537,Cage (I)
1988,29541,The Boost
1989,29542,Eat a Bowl of Tea
1989,29547,Welcome Home
1988,29548,American Roulette
1989,29548,Jacknife
1989,29553,Bloodhounds of Broadway
1990,29554,Buried Alive (I)
1989,29556,Romero
1989,29563,Cousins
1989,29569,Warm Summer Rain
1989,29571,She's Out of Control
1989,29573,Pet Sematary
1989,29574,Let It Ride
1989,29574,Listen to Me
1989,29576,Fat Man and Little Boy
1989,29579,Star Trek V: The Final Frontier
1989,29588,Her Alibi
1989,29589,The 'burbs
1989,29591,Night Life (I)
1990,29593,China O'Brien
1991,29593,China O'Brien II
1989,29596,Staying Together
1989,29599,Fletch Lives
1990,29600,Honeymoon Academy
1989,29601,Henry V
1989,29604,Troop Beverly Hills
1989,29608,The Return of the Musketeers
1989,29611,New York Stories
1989,29612,Breaking In
1989,29613,The Horror Show
1990,29615,Rockula
1989,29626,Blue Steel
1989,29630,Pink Cadillac
1992,29632,Spellcaster
1989,29633,Slaves of New York
1989,29634,Night Game
1989,29636,Police Academy 6: City Under Siege
1989,29642,Leviathan
1989,29644,Relentless
1989,29646,Easy Wheels
1989,29647,Rooftops
1989,29648,Crack House
1991,29656,Eyes of an Angel
1989,29657,Family Business
1989,29658,Glory
1988,29659,L'ours
1989,29660,Black Rain (I)
1990,29661,Flashback (I)
1989,29662,We're No Angels
1989,29666,The Dream Team
1989,29668,"Honey, I Shrunk the Kids"
1987,29673,Superman IV: The Quest for Peace
1989,29673,Wired
1989,29677,Road House
1989,29678,Beyond the Stars
1989,29681,Major League
1989,29682,Field of Dreams
1989,29683,Last Exit to Brooklyn
1988,29683,Prisoner of Rio
1989,29688,Kickboxer (I)
1989,29690,Tummy Trouble
1989,29692,UHF
1989,29696,Hider in the House
1989,29701,Time Trackers
1989,29703,Stepfather II
1989,29710,The Favorite
1990,29713,Spaced Invaders
1989,29714,K-9
1989,29715,"Sex, Lies, and Videotape"
1990,29716,Men Don't Leave
1989,29719,The House of Usher
1989,29724,The Lemon Sisters
1989,29734,The Blood of Heroes
1989,29739,Licence to Kill
1990,29740,Stanley & Iris
1989,29741,A Dry White Season
1989,29742,The Rachel Papers
1989,29751,The Punisher
1989,29756,Face of the Enemy
1989,29761,Batman
1989,29764,The Abyss
1989,29766,No Holds Barred
1989,29771,Ghostbusters II
1989,29777,L.A. Bounty
1989,29778,Indiana Jones and the Last Crusade
1989,29792,Erik the Viking
1989,29793,Great Balls of Fire!
1990,29794,Miami Blues
1989,29795,The Package
1991,29796,Blue Desert
1990,29796,The Last of the Finest
1989,29797,Dead Poets Society
1989,29800,When Harry Met Sally...
1989,29803,Queen of Hearts
1989,29804,Renegades
1989,29808,Bloodfist
1989,29810,All Dogs Go to Heaven
1989,29811,In Country
1989,29812,Phantom of the Mall: Eric's Revenge
1989,29813,Little Monsters
1989,29815,"The Karate Kid, Part III"
1990,29824,Courage Mountain
1990,29825,Why Me?
1991,29842,The Borrower
1990,29847,A Man Called Sarge
1989,29848,Lethal Weapon 2
1989,29852,Teen Witch
1990,29853,Love Hurts
1989,29854,She-Devil
1990,29855,Madhouse
1990,29856,Cadillac Man
1989,29858,Martians Go Home
1989,29867,Chattahoochee
1989,29868,True Love (I)
1990,29870,Impulse
1989,29874,Animal Behavior
1989,29877,Savage Beach
1990,29881,Class of 1999
1989,29884,Uncle Buck
1990,29888,Cold Dog Soup
1989,29890,Turner & Hooch
1989,29891,Lock Up
1990,29892,Internal Affairs
1990,29893,The Two Jakes
1990,29894,Crazy People
1989,29895,Harlem Nights
1990,29896,The Hunt for Red October
1989,29903,Friday the 13th Part VIII: Jason Takes Manhattan
1989,29904,Killing Dad or How to Love Your Mother
1989,29905,Drugstore Cowboy
1989,29906,Parenthood
1989,29907,Immediate Family
1989,29911,Shocker
1989,29912,Driving Miss Daisy
1990,29913,Downtown
1990,29914,Instant Karma
1989,29922,Johnny Handsome
1990,29928,Men at Work
1989,29930,An Innocent Man
1990,29932,Meet the Applegates
1990,29943,Fear
1990,29944,Night Angel
1989,29945,Sea of Love
1990,29947,Mountains of the Moon
1990,29948,Ski Patrol
1989,29949,The Phantom of the Opera
1989,29953,The Fabulous Baker Boys
1989,29954,Halloween 5
1989,29963,Gross Anatomy
1989,29964,Going Overboard
1989,29965,After Midnight
1990,29967,Lord of the Flies
1989,29968,Triumph of the Spirit
1989,29975,Born on the Fourth of July
1989,29979,Shirley Valentine
1989,29986,Crimes and Misdemeanors
1989,29989,Prancer
1989,29991,Do the Right Thing
1989,29995,Crossing the Line
1989,30000,Survival Quest
1991,30002,Where Angels Fear to Tread
1990,30007,Bad Influence
1990,30011,Almost an Angel
1991,30012,Flight of the Intruder
1990,30013,Ghost
1990,30014,A Show of Force
1990,30015,Tales from the Darkside: The Movie
1991,30016,True Colors
1990,30018,Waiting for the Light
1991,30019,By the Sword
1990,30020,Shadowzone
1990,30021,Nuns on the Run
1989,30026,Valmont
1989,30029,Limit Up
1989,30033,The War of the Roses
1990,30035,Spontaneous Combustion
1990,30036,Love at Large
1990,30045,Everybody Wins
1990,30046,Everybody Wins
1990,30047,The Fourth War
1989,30053,Dad
1990,30056,Catchfire
1990,30059,Dark Angel
1990,30061,Modern Love
1989,30065,Christmas Vacation
1990,30066,Brain Dead
1990,30067,Lisa
1989,30081,Ghosts Can't Do It
1988,30082,Keaton's Cop
1989,30083,The Wizard
1989,30085,Tango & Cash
1990,30086,White Hunter Black Heart
1990,30088,Revenge (I)
1990,30089,Hard to Kill
1989,30095,Back to the Future Part II
1989,30096,Enemies: A Love Story
1989,30099,Blaze
1990,30100,A Cry in the Wild
1990,30100,Tune in Tomorrow...
1990,30114,Tremors
1990,30116,The Guardian
1990,30117,"Welcome Home, Roxy Carmichael"
1990,30121,The Gate II: Trespassers
1990,30122,Coupe de Ville
1990,30124,Where the Heart Is
1990,30125,House Party
1989,30126,Always
1989,30126,Roger & Me
1990,30127,Streets
1990,30128,The Adventures of Ford Fairlane
1990,30132,To Sleep with Anger
1990,30133,Stella
1990,30135,Captain America
1990,30140,A Shock to the System
1990,30147,The Long Walk Home
1990,30148,Reversal of Fortune
1990,30154,The Freshman
1990,30155,Side Out
1990,30156,I Love You to Death
1988,30165,Committed
1990,30165,The Ambulance
1990,30170,Nightbreed
1990,30173,Miller's Crossing
1990,30179,The Handmaid's Tale
1990,30181,Teenage Mutant Ninja Turtles
1990,30192,Roller Coaster Rabbit
1990,30193,Another 48 Hrs.
1990,30194,Days of Thunder
1990,30195,The Godfather: Part III
1990,30196,Funny About Love
1991,30197,Talent for the Game
1990,30198,Pretty Woman
1990,30199,Ultra Warrior
1990,30207,Delta Force 2: The Colombian Connection
1990,30208,Death Warrant
1990,30211,Joe Versus the Volcano
1990,30214,Postcards from the Edge
1990,30217,Short Time
1990,30218,Flatliners
1990,30219,Cry-Baby
1990,30220,Opportunity Knocks (I)
1990,30222,Watchers II
1990,30223,Q & A
1991,30224,Across the Tracks
1987,30226,Beyond the Rising Moon
1990,30235,Jezebel's Kiss
1990,30241,Without You I'm Nothing
1990,30245,The NeverEnding Story II: The Next Chapter
1989,30247,Last Stand at Lang Mei
1991,30250,Out of the Rain
1991,30252,Virgin High
1990,30253,The First Power
1990,30257,Ernest Goes to Jail
1990,30259,The Krays
1990,30260,Ghost Dad
1990,30269,Bird on a Wire
1991,30270,Kid (I)
1990,30271,Robocop 2
1990,30274,The Forbidden Dance
1990,30275,Lambada (I)
1990,30282,"After Dark, My Sweet"
1990,30284,The End of Innocence
1990,30287,Texasville
1990,30288,Total Recall
1990,30289,Jacob's Ladder (I)
1990,30290,Air America
1990,30291,Circuitry Man
1990,30293,The Shrimp on the Barbie
1990,30296,State of Grace
1990,30297,Mermaids
1990,30298,The Hot Spot (I)
1990,30299,Navy SEALS
1990,30300,Dances with Wolves
1991,30301,The Silence of the Lambs
1990,30304,O Quinto Macaco
1990,30305,The Big Man
1990,30309,Desperate Hours
1990,30310,Daddy's Dyin'... Who's Got the Will?
1990,30312,Fire Birds
1993,30313,Trail Mix-Up
1990,30320,Narrow Margin
1990,30321,Fatal Charm
1992,30322,Breaking the Rules
1992,30323,Boris and Natasha
1991,30324,Chains of Gold
